informal,formal
تو عجب گوهر گرانبهایی هستی تو عجب گوهر گرانبهایی هستی,تو گوهر گرانبهایی هستی تو گوهر گرانبهایی هستی would be تو گوهری با ارزش بسیاری هستی، تو گوهری با ارزش بسیاری هستی.
الان از خانم سوفیای جوون میخوام,اکنون از خانم سوفیای جوان خواهش می‌کنم.
به جای خود  آماده  برید,برای خودت آماده شوید
من باعث میشم تعادل روانیش به هم بخوره,من باعث میشم تعادل روانیش به هم بخوره would be من باعث می‌شوم که تعادل روانی او به هم بریزد.
لیلی  دوست داشتم همراهت این  کارها رو انجام بدم,لیلی، دوست داشتم به همراه شما این کارها را انجام دهم.
باید نشونم بدی چجوری از اینا بخرم,بایستی به من نشان دهید چگونه از این مواد خرید کنم.
اوکی  مرسی کوچولو   بای بای,اوکی، متشکرم کوچولو، خداحافظ.
شرمنده  رفیق باید برت گردونم به دنیای ارواح,متاسفم دوست عزیز، باید تو را به دنیای ارواح برگردانم.
متخصص آینده نگری در دانشگاه کالیفرنیا,در دانشگاه کالیفرنیا به عنوان متخصصی در زمینه آینده نگری مشغول به فعالیت هستم.
منو کچل توی تابوت با در باز بذارن تا همه ببینن,"""لطفاً مرا در تابوتی قرار دهید که در آن باز است تا همگان بتوانند مرا ببینند."""
به محض اینکه اجازه دادی زن و بچه ات از نیویورک خارج بشن,بلافاصله پس از این که شما به خانواده‌ی خود اجازه دادید تا از نیویورک خارج شوند.
ماشینت انقدیه  باکش هم انقدیه بنزین داری؟,ماشینت به این حد است، باکش هم به این حد بنزین دارد؟
هدف از این گردهمایی هم کلا همینه,هدف از این جلسه دقیقا همین است.
بهت نمی خوره حال پیاده روی داشته باشی,آیا برایتان معیب به نظر نمی‌رسد که آرزوی پیاده‌روی کردن داشته باشید؟
چیزی بیشتر از یه لیست از عناصر,بیشتر از لیستی از عناصر
فقط داریم یه کار کوچیکی رو جمع و جور می کنیم نگاه کن,ما فقط در حال انجام یک کار کوچک هستیم، به آن نگاه کنید.
میشنوی این لعنتی چی میگه؟ اگه ورقمو درست بازی کنم  ها؟,می‌شنوید که این مشمئز کننده چه چیزی می‌گوید؟ اگر با دقت بازی کنم ها؟
از نظر دیگران غیر عادی بودی,از دیدگاه دیگران شما غیرمعمولی بودید.
برای همینه که خودت هیچوقت به مخزن نمیری؟,این برای آن است که شما هیچگاه به انبار نمی‌روید؟
این اشیای مذهبی واسه تحریک یه روح غیرانسانی کافی بوده,این اشیاء مذهبی برای تحریک یک روح غیر انسانی کافی بوده است.
تنها چیزی که یادم میاد اینه که اون شب واسه اینکه ماروجوآنا جور کنه از بار خارج شد,تنها حادثه‌ای که به خاطرم می‌آید این است که او در آن شب برای اینکه مارا با هم آشتی دهد، از بار خارج شد.
< >هیچکس اندازه من اون بچه رو دوس نداره< >,هیچ کس به اندازه من آن کودک را دوست ندارد.
توی سیستم حرارتی زیادی ضایع است,در سیستم حرارتی خیلی زیادی اتلاف می‌شود.
هدف مون همون علامت تو رو داشت  کول,ما هدف داریم که علامت تو را داشته باشیم.
الان دیگه افکارم رنگ های بیشتری دارن,دیگر افکار من رنگ‌های بیشتری دارند.
در واقع آخرین باری که تیم به مرحله پلی آف رسید,در حقیقت، آخرین باری که تیم به مرحله بازی‌های حذفی رسید.
میخوای کمکشون کنی؟  قطعا نه,آیا تمایل دارید که به آنها کمک کنید؟ قطعا خیر.
ولی نه از چای خبری بود,ولی از چای خبری نبود
شاه مایلند با شما صحبت کنند,شاه می‌خواهد با شما گفتگو کند.
تا الان هیچ ارتباطی توش نمیدیدم,تاکنون هیچ ارتباطی در آن نمی‌یافتم.
تا وقتی که در توانمون باشه,تا زمانی که در توان ما باشد
حالا توتوت رو در بیار اگه   میخوای با یکی برقصی,اکنون با داشتن توتوت، اگر مایلید با شخصی برقصید.
وقتی به در سلول پدرم رسیدم,زمانی که به درخانه پدرم رسیدم
یکی یکی  پایگاه به پایگاه,یکی یکی پایگاه به پایگاه به شکل رسمی تبدیل می‌شود به یک به یک پایگاه از پایگاه می‌روم.
و دوباره مستقیم ریدم بیرون,و من دوباره به صورت مستقیم بیرون رفتم.
تلاشت واقعا نمره بیست داره باستر برائون,تلاشت واقعا به ارزش بیست خرداد است، باستر برائون.
هنوز نمیدونیم چطور باهاش دور بزنیم,ما هنوز نمی‌دانیم که چگونه با آن کنار بیاییم.
الماس رو از دست دادیم  چی؟,آیا ما الماس را از دست دادیم؟
اون ازم میخواد قسمتی از این تحقیق باشم,او می خواهد که من جزئی از این تحقیق باشم.
اینجا به طرز دردناکی کسل کننده ست,این مکان به شدت خسته کننده است.
برام مهم نیست که چی کار لازمه کرد من میخوام الماسم رو پس بگیرم,برای من مهم نیست که چه کاری باید انجام دهم، من فقط می خواهم الماسم را بازپس بگیرم.
برادران کبابیک  یورگن سنگدل رو خدمتتون معرفی میکنم,برادران کبابی، اقا یورگن سنگدل، را به شما معرفی می‌کنم.
میترسید که بیاد تورو ببینه,او از آمدن و دیدن شما می‌ترسید.
حالا اون دیوار خراب کن,اکنون آن دیوار را خراب کنید.
بلکه یه جونور باهوش و م دب بود,بلکه او یک جوان باهوش و دانشمند بود.
میدونم باهات رفتار خوبی نداشتم,می‌دانم با شما رفتار مناسبی انجام ندادم.
